"tank","species","length_µm","length_mm","treatment","temperature"
"A1","Microdeutopus sp ",4602.411,4.602411,"0HW","20"
"A1","Gammarus sp ",8567.7132903873,8.5677132903873,"0HW","20"
"A1","Hydrobia sp ",3949.275,3.949275,"0HW","20"
"A1","Idotea sp ",4196.553,4.196553,"0HW","20"
"A1","Jaera albifrons ",2350.285,2.350285,"0HW","20"
"A1","Littorina littorea ",6510.819,6.510819,"0HW","20"
"A1","Mytilus edulis ",3622.874,3.622874,"0HW","20"
"A1","Microdeutopus sp ",3268.383,3.268383,"0HW","20"
"A1","Gammarus sp ",8483.22527325258,8.48322527325258,"0HW","20"
"A1","Hydrobia sp ",3874.823,3.874823,"0HW","20"
"A1","Idotea sp ",6726.525,6.726525,"0HW","20"
"A1","Littorina littorea ",2878.071,2.878071,"0HW","20"
"A1","Mytilus edulis ",5925.405,5.925405,"0HW","20"
"A1","Microdeutopus sp ",3678.959,3.678959,"0HW","20"
"A1","Gammarus sp ",9067.00958207351,9.06700958207351,"0HW","20"
"A1","Hydrobia sp ",4236.494,4.236494,"0HW","20"
"A1","Idotea sp ",5099.751,5.099751,"0HW","20"
"A1","Littorina littorea ",2548.353,2.548353,"0HW","20"
"A1","Mytilus edulis ",946.304,0.946304,"0HW","20"
"A1","Microdeutopus sp ",3307.379,3.307379,"0HW","20"
"A1","Gammarus sp ",12573.3674679961,12.5733674679961,"0HW","20"
"A1","Hydrobia sp ",4198.914,4.198914,"0HW","20"
"A1","Idotea sp ",9951.098,9.951098,"0HW","20"
"A1","Littorina littorea ",6538.269,6.538269,"0HW","20"
"A1","Mytilus edulis ",2243.06,2.24306,"0HW","20"
"A1","Microdeutopus sp ",3852.66,3.85266,"0HW","20"
"A1","Gammarus sp ",13386.3124819877,13.3863124819877,"0HW","20"
"A1","Hydrobia sp ",3874.592,3.874592,"0HW","20"
"A1","Idotea sp ",6552.189,6.552189,"0HW","20"
"A1","Littorina littorea ",1795.486,1.795486,"0HW","20"
"A1","Mytilus edulis ",2133.91,2.13391,"0HW","20"
"A1","Microdeutopus sp ",3618.17,3.61817,"0HW","20"
"A1","Gammarus sp ",10983.5422680417,10.9835422680417,"0HW","20"
"A1","Hydrobia sp ",4303.187,4.303187,"0HW","20"
"A1","Idotea sp ",3810.177,3.810177,"0HW","20"
"A1","Littorina littorea ",5302.681,5.302681,"0HW","20"
"A1","Mytilus edulis ",2215.342,2.215342,"0HW","20"
"A1","Microdeutopus sp ",1923.602,1.923602,"0HW","20"
"A1","Gammarus sp ",8523.92900303819,8.52392900303819,"0HW","20"
"A1","Hydrobia sp ",1907.337,1.907337,"0HW","20"
"A1","Idotea sp ",9671.106,9.671106,"0HW","20"
"A1","Littorina littorea ",2977.175,2.977175,"0HW","20"
"A1","Mytilus edulis ",911.601,0.911601,"0HW","20"
"A1","Microdeutopus sp ",4948.775,4.948775,"0HW","20"
"A1","Gammarus sp ",10002.9286114649,10.0029286114649,"0HW","20"
"A1","Hydrobia sp ",3902.916,3.902916,"0HW","20"
"A1","Idotea sp ",10313.672,10.313672,"0HW","20"
"A1","Littorina littorea ",3555.887,3.555887,"0HW","20"
"A1","Mytilus edulis ",1977.979,1.977979,"0HW","20"
"A1","Microdeutopus sp ",4275.042,4.275042,"0HW","20"
"A1","Gammarus sp ",7681.42799607959,7.68142799607959,"0HW","20"
"A1","Hydrobia sp ",3685.729,3.685729,"0HW","20"
"A1","Idotea sp ",10590.76,10.59076,"0HW","20"
"A1","Littorina littorea ",6051.908,6.051908,"0HW","20"
"A1","Mytilus edulis ",3190.181,3.190181,"0HW","20"
"A1","Microdeutopus sp ",3075.437,3.075437,"0HW","20"
"A1","Gammarus sp ",10408.8096359525,10.4088096359525,"0HW","20"
"A1","Hydrobia sp ",3973.857,3.973857,"0HW","20"
"A1","Idotea sp ",3220.816,3.220816,"0HW","20"
"A1","Littorina littorea ",4028.411,4.028411,"0HW","20"
"A1","Mytilus edulis ",1021.395,1.021395,"0HW","20"
"A1","Microdeutopus sp ",2387.958,2.387958,"0HW","20"
"A1","Gammarus sp ",11883.5051765497,11.8835051765497,"0HW","20"
"A1","Hydrobia sp ",3867.652,3.867652,"0HW","20"
"A1","Idotea sp ",5430.848,5.430848,"0HW","20"
"A1","Littorina littorea ",3962.065,3.962065,"0HW","20"
"A1","Mytilus edulis ",2416.505,2.416505,"0HW","20"
"A1","Microdeutopus sp ",3260.154,3.260154,"0HW","20"
"A1","Gammarus sp ",10469.9242703922,10.4699242703922,"0HW","20"
"A1","Hydrobia sp ",4762.175,4.762175,"0HW","20"
"A1","Idotea sp ",5344.511,5.344511,"0HW","20"
"A1","Littorina littorea ",2552.215,2.552215,"0HW","20"
"A1","Mytilus edulis ",1398.642,1.398642,"0HW","20"
"A1","Microdeutopus sp ",3492.236,3.492236,"0HW","20"
"A1","Gammarus sp ",9009.97293072729,9.00997293072729,"0HW","20"
"A1","Hydrobia sp ",4129.237,4.129237,"0HW","20"
"A1","Idotea sp ",11347.302,11.347302,"0HW","20"
"A1","Littorina littorea ",4261.731,4.261731,"0HW","20"
"A1","Mytilus edulis ",7288.537,7.288537,"0HW","20"
"A1","Microdeutopus sp ",3551.766,3.551766,"0HW","20"
"A1","Gammarus sp ",11493.9164509363,11.4939164509363,"0HW","20"
"A1","Hydrobia sp ",3129.535,3.129535,"0HW","20"
"A1","Idotea sp ",11375.981,11.375981,"0HW","20"
"A1","Littorina littorea ",2309.059,2.309059,"0HW","20"
"A1","Mytilus edulis ",1245.388,1.245388,"0HW","20"
"A1","Microdeutopus sp ",4131.536,4.131536,"0HW","20"
"A1","Gammarus sp ",8459.4682365878,8.4594682365878,"0HW","20"
"A1","Hydrobia sp ",2760.63,2.76063,"0HW","20"
"A1","Idotea sp ",7400.397,7.400397,"0HW","20"
"A1","Littorina littorea ",3145.66,3.14566,"0HW","20"
"A1","Mytilus edulis ",1513.051,1.513051,"0HW","20"
"A1","Microdeutopus sp ",3782.832,3.782832,"0HW","20"
"A1","Gammarus sp ",10087.5490720018,10.0875490720018,"0HW","20"
"A1","Hydrobia sp ",4095.43,4.09543,"0HW","20"
"A1","Idotea sp ",14517.738,14.517738,"0HW","20"
"A1","Littorina littorea ",3369.693,3.369693,"0HW","20"
"A1","Mytilus edulis ",5476.313,5.476313,"0HW","20"
"A1","Microdeutopus sp ",3693.5,3.6935,"0HW","20"
"A1","Gammarus sp ",8687.57298058313,8.68757298058313,"0HW","20"
"A1","Hydrobia sp ",6497.808,6.497808,"0HW","20"
"A1","Idotea sp ",7312.391,7.312391,"0HW","20"
"A1","Littorina littorea ",2639.493,2.639493,"0HW","20"
"A1","Mytilus edulis ",1572.261,1.572261,"0HW","20"
"A1","Microdeutopus sp ",3504.778,3.504778,"0HW","20"
"A1","Gammarus sp ",8246.1980339393,8.2461980339393,"0HW","20"
"A1","Hydrobia sp ",7354.097,7.354097,"0HW","20"
"A1","Idotea sp ",13113.151,13.113151,"0HW","20"
"A1","Littorina littorea ",4395.172,4.395172,"0HW","20"
"A1","Mytilus edulis ",975.428,0.975428,"0HW","20"
"A1","Microdeutopus sp ",4324.922,4.324922,"0HW","20"
"A1","Gammarus sp ",11109.3277630168,11.1093277630168,"0HW","20"
"A1","Hydrobia sp ",3155.395,3.155395,"0HW","20"
"A1","Idotea sp ",7136.33,7.13633,"0HW","20"
"A1","Littorina littorea ",4942.027,4.942027,"0HW","20"
"A1","Mytilus edulis ",1145.184,1.145184,"0HW","20"
"A1","Microdeutopus sp ",3526.299,3.526299,"0HW","20"
"A1","Gammarus sp ",10378.7270785234,10.3787270785234,"0HW","20"
"A1","Hydrobia sp ",7096.933,7.096933,"0HW","20"
"A1","Idotea sp ",4230.061,4.230061,"0HW","20"
"A1","Littorina littorea ",4885.165,4.885165,"0HW","20"
"A1","Mytilus edulis ",1996.23,1.99623,"0HW","20"
"A1","Microdeutopus sp ",4758.752,4.758752,"0HW","20"
